total_num_hired,total_num_left,total_num_promoted,org_saturation_day,vp_team_size_skew,director_team_size_skew,manager_team_size_skew,mean_days_between_hires,mean_days_between_promotions,mean_days_between_leavings,seed,weight_employed,weight_promoted,weight_change,weight_left,min_employees_for_leaving,min_events_per_week,max_events_per_day,max_events_per_type
159,59,70,124,0.833,4.2,1.767,2.3,5.03,5.83,7,4,2,1,1,30,2,6,3
150,50,83,112,0.0,0.0,3.4,2.4,4.1,6.65,8,4,2,1,1,30,2,6,3
175,75,100,132,1.667,1.4,3.733,2.04,3.47,4.39,9,4,2,1,1,30,2,6,3
162,62,69,114,1.667,1.667,1.857,2.25,5.06,5.44,10,4,2,1,1,30,2,6,3
141,41,54,110,1.111,1.6,1.267,2.53,5.94,8.22,11,4,2,1,1,30,2,6,3
158,58,72,132,1.667,2.0,1.9,2.31,4.68,5.96,12,4,2,1,1,30,2,6,3
156,57,74,130,3.333,2.5,1.333,2.29,4.6,5.89,13,4,2,1,1,30,2,6,3
162,62,85,113,1.111,3.4,1.9,2.24,4.1,5.43,14,4,2,1,1,30,2,6,3
163,64,83,111,1.667,1.3,2.067,2.2,4.13,5.46,15,4,2,1,1,30,2,6,3
160,60,71,121,1.667,1.7,1.9,2.28,4.93,5.76,16,4,2,1,1,30,2,6,3
166,66,76,117,1.111,2.0,1.967,2.19,4.56,4.98,17,4,2,1,1,30,2,6,3
156,57,64,106,3.333,0.0,2.286,2.31,5.27,5.96,18,4,2,1,1,30,2,6,3
145,45,80,121,3.333,2.0,1.857,2.53,4.37,7.66,19,4,2,1,1,30,2,6,3
160,60,97,143,1.667,0.7,2.4,2.1,3.05,5.2,0,4,2,1,1,30,2,7,2
146,46,73,149,3.333,2.0,2.267,2.47,4.76,7.2,1,4,2,1,1,30,2,7,2
160,60,70,113,1.667,2.4,1.633,2.27,4.77,5.66,2,4,2,1,1,30,2,7,2
163,63,90,133,3.333,1.467,1.5,2.24,3.79,5.56,3,4,2,1,1,30,2,7,2
168,69,76,111,1.667,1.0,1.767,2.11,4.49,4.75,4,4,2,1,1,30,2,7,2
164,64,77,126,3.333,8.0,1.154,2.2,4.42,5.21,5,4,2,1,1,30,2,7,2
155,55,67,108,1.667,3.6,1.433,2.29,4.74,6.06,6,4,2,1,1,30,2,7,2
151,51,69,133,0.833,1.5,1.476,2.41,4.75,6.4,7,4,2,1,1,30,2,7,2
166,66,87,131,1.111,1.5,1.933,2.19,3.84,5.14,8,4,2,1,1,30,2,7,2
146,47,56,110,3.333,0.0,1.833,2.46,6.2,7.28,9,4,2,1,1,30,2,7,2
154,54,77,141,1.667,1.8,1.089,2.37,4.46,6.45,10,4,2,1,1,30,2,7,2
167,67,98,122,1.111,4.8,3.0,2.17,3.56,5.06,11,4,2,1,1,30,2,7,2
168,68,85,132,1.111,1.6,2.933,2.17,4.0,5.04,12,4,2,1,1,30,2,7,2
161,62,84,131,3.0,1.333,1.857,2.27,3.93,5.52,13,4,2,1,1,30,2,7,2
152,52,74,136,3.333,2.4,3.133,2.35,4.71,6.57,14,4,2,1,1,30,2,7,2
149,49,87,131,3.333,1.8,1.9,2.43,3.92,6.79,15,4,2,1,1,30,2,7,2
157,57,77,125,1.667,2.1,1.333,2.33,4.47,5.96,16,4,2,1,1,30,2,7,2
155,55,84,128,3.333,3.8,2.0,2.36,4.04,6.24,17,4,2,1,1,30,2,7,2
153,53,72,109,1.667,1.15,1.679,2.39,4.9,6.4,18,4,2,1,1,30,2,7,2
170,70,81,122,1.667,2.2,1.733,2.15,4.31,4.94,19,4,2,1,1,30,2,7,2
145,45,69,113,1.667,1.8,1.222,2.52,4.79,7.68,0,4,2,1,1,30,2,7,3
161,61,85,112,1.667,0.96,1.8,2.27,4.05,5.72,1,4,2,1,1,30,2,7,3
167,67,77,118,1.667,3.3,1.267,2.17,4.42,4.97,2,4,2,1,1,30,2,7,3
156,56,84,145,0.833,0.0,3.867,2.25,3.94,5.55,3,4,2,1,1,30,2,7,3
168,68,91,145,1.111,0.0,2.133,2.17,3.77,4.96,4,4,2,1,1,30,2,7,3
154,54,91,126,1.667,1.25,2.6,2.34,3.77,6.26,5,4,2,1,1,30,2,7,3
159,59,84,142,3.0,2.444,1.179,2.3,4.12,5.86,6,4,2,1,1,30,2,7,3
154,55,81,146,3.333,1.3,2.667,2.37,3.99,6.06,7,4,2,1,1,30,2,7,3
163,63,84,103,3.333,1.467,1.8,2.23,4.2,5.52,8,4,2,1,1,30,2,7,3
168,68,81,118,1.667,2.5,1.607,2.18,4.16,5.01,9,4,2,1,1,30,2,7,3
168,69,109,128,3.333,0.0,1.767,2.18,3.19,4.97,10,4,2,1,1,30,2,7,3
161,61,95,135,3.333,3.8,2.067,2.27,3.67,5.72,11,4,2,1,1,30,2,7,3
150,50,65,110,1.111,1.6,1.9,2.42,5.27,6.76,12,4,2,1,1,30,2,7,3
147,47,69,118,1.667,1.9,1.867,2.49,4.96,7.39,13,4,2,1,1,30,2,7,3
154,54,56,119,1.111,1.8,1.381,2.33,6.25,6.15,14,4,2,1,1,30,2,7,3
162,62,83,110,3.333,3.6,2.0,2.19,4.17,5.51,15,4,2,1,1,30,2,7,3
156,56,83,139,0.833,1.6,1.767,2.32,3.61,6.04,16,4,2,1,1,30,2,7,3
150,50,78,121,1.0,2.0,2.0,2.44,4.32,6.53,17,4,2,1,1,30,2,7,3
160,60,85,117,1.667,3.0,1.167,2.23,4.02,5.53,18,4,2,1,1,30,2,7,3
168,68,86,144,0.0,1.1,1.4,2.17,4.08,5.15,19,4,2,1,1,30,2,7,3
158,58,76,125,1.111,2.3,1.7,2.27,4.51,5.49,0,4,2,1,1,30,2,8,2
172,72,66,144,1.667,1.6,1.311,2.12,4.85,4.61,1,4,2,1,1,30,2,8,2
163,63,81,134,1.667,2.1,3.333,2.19,4.35,5.35,2,4,2,1,1,30,2,8,2
142,42,63,126,3.333,2.0,1.4,2.51,4.65,8.05,3,4,2,1,1,30,2,8,2
169,70,77,154,1.667,2.0,1.933,2.12,4.42,4.88,4,4,2,1,1,30,2,8,2
149,49,69,128,1.667,1.3,1.9,2.39,4.97,6.79,5,4,2,1,1,30,2,8,2
155,55,77,145,1.667,3.1,1.357,2.36,4.39,6.28,6,4,2,1,1,30,2,8,2
161,62,73,117,1.667,0.0,0.956,2.26,4.62,5.7,7,4,2,1,1,30,2,8,2
161,61,102,145,1.667,2.8,1.5,2.27,3.32,5.68,8,4,2,1,1,30,2,8,2
162,62,101,163,1.667,0.0,0.933,2.22,3.31,5.26,9,4,2,1,1,30,2,8,2
154,54,84,152,3.333,1.15,1.7,2.35,4.0,6.32,10,4,2,1,1,30,2,8,2
155,55,83,140,1.667,0.0,1.867,2.31,4.01,5.98,11,4,2,1,1,30,2,8,2
166,66,89,139,1.667,1.8,1.967,2.2,3.78,5.28,12,4,2,1,1,30,2,8,2
155,55,87,120,1.667,1.2,1.733,2.31,3.92,6.19,13,4,2,1,1,30,2,8,2
154,55,78,101,1.667,3.267,0.964,2.33,4.35,6.28,14,4,2,1,1,30,2,8,2
159,60,83,100,1.111,1.9,1.786,2.27,4.16,5.85,15,4,2,1,1,30,2,8,2
153,55,76,129,1.111,7.0,1.615,2.32,4.65,6.0,16,4,2,1,1,30,2,8,2
162,62,101,142,1.667,1.7,1.533,2.25,3.26,5.36,17,4,2,1,1,30,2,8,2
159,59,73,108,1.667,2.4,1.567,2.23,4.56,5.45,18,4,2,1,1,30,2,8,2
161,61,88,169,1.667,1.7,2.1,2.26,3.92,5.68,19,4,2,1,1,30,2,8,2
154,54,90,123,3.333,1.733,2.467,2.35,3.63,6.06,0,4,2,1,1,30,2,8,3
164,64,109,154,1.667,1.667,3.0,2.13,3.12,5.0,1,4,2,1,1,30,2,8,3
157,57,73,117,0.833,2.8,0.889,2.3,4.69,5.86,2,4,2,1,1,30,2,8,3
149,49,64,88,1.667,1.4,2.036,2.43,5.46,7.04,3,4,2,1,1,30,2,8,3
165,66,95,135,1.111,3.6,1.267,2.18,3.61,5.23,4,4,2,1,1,30,2,8,3
154,55,76,104,0.833,4.2,1.767,2.36,4.51,6.39,5,4,2,1,1,30,2,8,3
158,58,84,143,1.111,1.7,1.933,2.3,4.07,5.91,6,4,2,1,1,30,2,8,3
154,55,74,124,1.5,1.333,1.867,2.38,4.7,6.41,7,4,2,1,1,30,2,8,3
156,56,80,138,1.111,1.3,1.067,2.33,4.04,6.16,8,4,2,1,1,30,2,8,3
157,57,94,161,1.667,2.0,1.867,2.31,3.6,5.57,9,4,2,1,1,30,2,8,3
160,60,68,134,1.667,3.0,1.378,2.28,4.69,5.66,10,4,2,1,1,30,2,8,3
152,53,66,120,1.111,1.6,1.833,2.19,4.75,6.46,11,4,2,1,1,30,2,8,3
155,55,78,125,1.667,2.0,1.533,2.29,4.43,6.22,12,4,2,1,1,30,2,8,3
166,66,81,146,1.667,0.0,1.4,2.17,4.03,4.85,13,4,2,1,1,30,2,8,3
162,62,103,139,1.667,2.6,2.095,2.25,3.36,5.49,14,4,2,1,1,30,2,8,3
159,59,81,103,1.5,2.222,2.036,2.27,4.38,5.47,15,4,2,1,1,30,2,8,3
160,60,62,112,1.667,1.133,1.933,2.26,5.67,5.75,16,4,2,1,1,30,2,8,3
159,59,71,106,3.333,2.0,1.167,2.28,4.87,5.74,17,4,2,1,1,30,2,8,3
149,49,72,135,0.833,2.5,1.733,2.43,4.79,7.02,18,4,2,1,1,30,2,8,3
164,65,83,112,3.333,0.0,2.533,2.23,4.23,5.36,19,4,2,1,1,30,2,8,3
148,48,95,175,0.833,0.0,1.8,2.39,3.6,7.21,0,4,3,2,1,10,1,6,2
149,49,92,190,3.333,0.0,1.8,2.43,3.63,7.23,1,4,3,2,1,10,1,6,2
145,45,100,157,1.667,2.5,1.1,2.45,3.48,7.91,2,4,3,2,1,10,1,6,2
145,45,94,153,1.111,1.4,1.433,2.51,3.78,8.05,3,4,3,2,1,10,1,6,2
154,54,81,122,0.833,1.533,1.6,2.38,4.09,6.34,4,4,3,2,1,10,1,6,2
148,48,93,148,1.667,3.2,3.6,2.46,3.57,7.36,5,4,3,2,1,10,1,6,2
140,41,98,184,1.667,6.6,1.0,2.6,3.56,8.68,6,4,3,2,1,10,1,6,2
148,48,94,185,0.833,1.9,1.467,2.4,3.65,7.26,7,4,3,2,1,10,1,6,2
150,50,88,188,1.667,2.133,1.4,2.39,3.95,7.06,8,4,3,2,1,10,1,6,2
151,51,90,151,3.333,0.96,1.571,2.42,3.98,6.96,9,4,3,2,1,10,1,6,2
149,49,102,164,3.333,6.6,1.367,2.43,3.42,7.42,10,4,3,2,1,10,1,6,2
157,57,97,147,1.667,2.0,1.7,2.33,3.68,5.98,11,4,3,2,1,10,1,6,2
154,55,95,205,0.833,1.6,1.867,2.29,3.73,6.11,12,4,3,2,1,10,1,6,2
144,44,111,176,1.667,4.2,1.633,2.52,3.12,7.26,13,4,3,2,1,10,1,6,2
141,41,85,164,0.833,7.8,1.233,2.55,3.95,8.6,14,4,3,2,1,10,1,6,2
148,48,77,141,0.833,2.4,1.267,2.48,4.41,7.43,15,4,3,2,1,10,1,6,2
146,46,79,154,1.111,2.6,1.229,2.51,4.31,7.8,16,4,3,2,1,10,1,6,2
150,50,93,197,1.111,1.267,1.833,2.4,3.72,6.96,17,4,3,2,1,10,1,6,2
158,58,103,140,1.111,1.76,1.6,2.32,3.49,6.28,18,4,3,2,1,10,1,6,2
148,48,97,166,1.667,1.467,1.833,2.46,3.67,7.32,19,4,3,2,1,10,1,6,2
138,38,76,123,1.667,1.8,1.633,2.66,4.27,9.32,0,4,3,2,1,10,1,6,3
146,46,97,163,1.111,3.6,1.767,2.48,3.52,7.31,1,4,3,2,1,10,1,6,3
147,47,98,157,1.111,1.533,3.4,2.4,3.39,7.37,2,4,3,2,1,10,1,6,3
144,44,98,178,3.333,1.2,1.6,2.45,3.42,7.91,3,4,3,2,1,10,1,6,3
146,46,84,179,1.667,1.9,1.833,2.41,3.78,7.58,4,4,3,2,1,10,1,6,3
159,59,100,132,1.667,1.9,3.6,2.3,3.54,5.97,5,4,3,2,1,10,1,6,3
155,55,82,174,1.667,2.1,1.244,2.36,3.99,6.59,6,4,3,2,1,10,1,6,3
137,37,65,177,3.333,1.9,1.244,2.66,5.44,9.67,7,4,3,2,1,10,1,6,3
134,34,68,154,1.667,5.2,1.8,2.72,4.93,10.03,8,4,3,2,1,10,1,6,3
150,50,101,196,3.333,1.65,1.643,2.44,3.5,7.1,9,4,3,2,1,10,1,6,3
157,57,106,155,1.111,2.2,1.4,2.33,3.41,5.89,10,4,3,2,1,10,1,6,3
149,50,95,167,1.667,1.65,1.133,2.45,3.67,7.08,11,4,3,2,1,10,1,6,3
160,60,113,180,0.75,3.222,1.633,2.27,2.98,6.0,12,4,3,2,1,10,1,6,3
137,37,81,173,1.111,3.8,1.867,2.57,4.05,9.33,13,4,3,2,1,10,1,6,3
144,44,88,172,1.667,1.333,1.733,2.48,3.56,7.51,14,4,3,2,1,10,1,6,3
145,45,74,141,0.833,1.3,1.422,2.51,4.73,6.98,15,4,3,2,1,10,1,6,3
154,54,100,159,1.667,1.8,1.4,2.33,3.39,6.6,16,4,3,2,1,10,1,6,3
153,53,72,158,3.333,1.4,1.867,2.39,4.85,6.71,17,4,3,2,1,10,1,6,3
154,55,93,180,1.111,1.333,1.367,2.33,3.84,6.56,18,4,3,2,1,10,1,6,3
148,48,84,163,1.111,2.3,1.178,2.46,4.17,7.51,19,4,3,2,1,10,1,6,3
135,35,86,171,1.667,4.8,1.833,2.69,4.08,8.91,0,4,3,2,1,10,1,7,2
147,47,82,152,0.833,5.8,0.911,2.46,4.23,7.35,1,4,3,2,1,10,1,7,2
142,42,83,128,1.667,1.05,1.178,2.49,4.17,8.24,2,4,3,2,1,10,1,7,2
160,60,91,170,1.111,3.6,0.978,2.28,3.74,5.66,3,4,3,2,1,10,1,7,2
144,44,79,155,0.833,1.6,1.767,2.53,3.74,8.21,4,4,3,2,1,10,1,7,2
150,50,93,173,3.333,1.15,1.767,2.3,3.49,6.63,5,4,3,2,1,10,1,7,2
150,53,100,173,1.667,1.05,2.133,2.44,3.53,6.73,6,4,3,2,1,10,1,7,2
145,45,71,137,1.667,1.5,1.333,2.5,4.89,7.84,7,4,3,2,1,10,1,7,2
156,56,105,205,0.833,1.733,1.633,2.31,3.19,5.78,8,4,3,2,1,10,1,7,2
149,49,92,187,3.333,2.4,1.178,2.45,3.8,7.4,9,4,3,2,1,10,1,7,2
153,53,95,169,1.111,4.0,1.967,2.32,3.22,6.54,10,4,3,2,1,10,1,7,2
145,46,88,162,1.111,2.8,1.429,2.33,3.79,7.8,11,4,3,2,1,10,1,7,2
150,50,87,170,1.667,1.9,3.2,2.42,4.03,7.2,12,4,3,2,1,10,1,7,2
154,54,92,149,1.667,2.0,2.133,2.38,3.79,6.32,13,4,3,2,1,10,1,7,2
145,45,91,163,1.667,1.933,1.567,2.42,3.71,7.34,14,4,3,2,1,10,1,7,2
147,48,81,160,1.111,0.0,1.714,2.48,4.33,7.19,15,4,3,2,1,10,1,7,2
148,49,95,165,3.333,1.7,1.929,2.46,3.67,7.33,16,4,3,2,1,10,1,7,2
156,56,106,168,1.111,0.0,1.867,2.26,3.26,6.07,17,4,3,2,1,10,1,7,2
153,53,91,196,3.333,4.8,1.19,2.39,3.77,6.65,18,4,3,2,1,10,1,7,2
144,44,87,151,1.111,0.0,1.111,2.36,3.72,7.49,19,4,3,2,1,10,1,7,2
154,54,106,205,1.667,2.0,1.767,2.35,3.21,6.53,0,4,3,2,1,10,1,7,3
156,56,98,170,0.833,3.4,0.933,2.33,3.4,6.4,1,4,3,2,1,10,1,7,3
153,53,104,186,1.111,2.0,1.2,2.38,3.38,6.81,2,4,3,2,1,10,1,7,3
158,58,101,231,1.667,1.6,1.467,2.31,3.41,6.09,3,4,3,2,1,10,1,7,3
140,41,67,151,1.0,2.0,1.289,2.61,5.0,8.9,4,4,3,2,1,10,1,7,3
147,47,101,156,1.667,1.7,2.333,2.48,3.26,7.54,5,4,3,2,1,10,1,7,3
151,51,102,183,3.333,2.3,3.467,2.37,3.38,6.88,6,4,3,2,1,10,1,7,3
149,49,77,136,1.111,1.8,1.2,2.43,4.54,7.17,7,4,3,2,1,10,1,7,3
149,50,112,209,3.333,1.3,2.067,2.43,2.95,7.22,8,4,3,2,1,10,1,7,3
143,43,88,138,1.667,3.1,1.022,2.48,3.85,7.79,9,4,3,2,1,10,1,7,3
158,59,106,227,1.111,1.8,1.75,2.31,2.92,5.98,10,4,3,2,1,10,1,7,3
158,59,137,236,1.111,1.867,2.19,2.22,2.4,6.03,11,4,3,2,1,10,1,7,3
138,38,74,161,1.111,0.0,1.7,2.62,4.73,8.97,12,4,3,2,1,10,1,7,3
152,52,111,185,1.111,2.4,1.6,2.4,3.16,6.82,13,4,3,2,1,10,1,7,3
136,36,93,170,1.667,2.1,1.933,2.53,3.61,9.14,14,4,3,2,1,10,1,7,3
156,56,72,129,1.667,3.8,1.333,2.32,4.92,6.18,15,4,3,2,1,10,1,7,3
146,46,77,162,1.667,3.6,1.933,2.51,4.63,7.93,16,4,3,2,1,10,1,7,3
152,52,89,184,1.111,1.533,1.5,2.35,3.83,6.69,17,4,3,2,1,10,1,7,3
150,50,112,179,1.111,1.35,1.6,2.42,2.94,7.08,18,4,3,2,1,10,1,7,3
156,58,78,190,1.111,2.1,1.143,2.28,4.3,6.07,19,4,3,2,1,10,1,7,3
144,44,95,171,1.111,1.7,3.667,2.52,3.54,8.02,0,4,3,2,1,10,1,8,2
148,48,95,144,0.833,1.8,1.163,2.48,3.73,7.49,1,4,3,2,1,10,1,8,2
149,49,83,172,1.667,5.8,1.467,2.45,4.1,7.15,2,4,3,2,1,10,1,8,2
145,45,74,126,1.667,1.8,1.767,2.28,4.38,6.91,3,4,3,2,1,10,1,8,2
158,58,119,236,3.333,2.4,1.5,2.3,2.92,6.05,4,4,3,2,1,10,1,8,2
149,49,102,201,1.111,2.2,1.289,2.45,3.21,7.02,5,4,3,2,1,10,1,8,2
140,40,96,211,3.333,4.2,1.167,2.53,3.58,8.13,6,4,3,2,1,10,1,8,2
153,53,79,138,1.667,2.0,1.833,2.38,4.4,6.4,7,4,3,2,1,10,1,8,2
170,71,107,162,1.667,1.0,1.867,2.09,3.2,5.06,8,4,3,2,1,10,1,8,2
141,41,73,164,1.111,3.0,1.033,2.53,4.74,8.47,9,4,3,2,1,10,1,8,2
143,43,97,178,1.111,2.3,1.467,2.54,3.64,8.36,10,4,3,2,1,10,1,8,2
139,39,93,147,1.667,1.08,1.567,2.62,3.77,8.71,11,4,3,2,1,10,1,8,2
152,52,91,164,0.833,2.4,3.0,2.33,3.39,6.57,12,4,3,2,1,10,1,8,2
144,44,75,143,0.833,1.7,1.767,2.54,3.97,8.02,13,4,3,2,1,10,1,8,2
161,61,119,195,3.333,1.333,1.967,2.25,2.92,5.78,14,4,3,2,1,10,1,8,2
146,46,99,168,0.833,1.1,1.267,2.45,3.51,7.64,15,4,3,2,1,10,1,8,2
148,49,96,190,1.111,1.7,1.464,2.47,3.68,7.4,16,4,3,2,1,10,1,8,2
143,43,101,155,1.111,3.5,1.3,2.42,3.42,7.93,17,4,3,2,1,10,1,8,2
154,54,85,171,1.111,1.133,1.667,2.31,4.04,6.45,18,4,3,2,1,10,1,8,2
151,51,94,165,1.667,1.8,1.222,2.37,3.65,6.88,19,4,3,2,1,10,1,8,2
140,40,69,150,1.667,2.7,1.333,2.54,4.68,8.36,0,4,3,2,1,10,1,8,3
144,45,83,181,3.333,1.6,1.733,2.54,4.27,8.11,1,4,3,2,1,10,1,8,3
143,43,95,145,1.667,1.4,3.467,2.42,3.52,7.95,2,4,3,2,1,10,1,8,3
151,51,89,176,0.833,0.0,1.467,2.41,3.93,6.94,3,4,3,2,1,10,1,8,3
135,35,69,143,1.111,1.5,2.133,2.6,4.99,9.82,4,4,3,2,1,10,1,8,3
149,49,70,144,1.111,1.6,2.067,2.42,5.01,7.06,5,4,3,2,1,10,1,8,3
151,51,103,160,0.833,1.8,1.433,2.42,3.48,6.84,6,4,3,2,1,10,1,8,3
157,58,111,218,3.0,2.667,1.333,2.29,3.11,6.11,7,4,3,2,1,10,1,8,3
140,40,88,191,1.667,2.2,1.089,2.61,3.56,8.92,8,4,3,2,1,10,1,8,3
133,34,85,133,1.111,2.3,1.533,2.73,4.12,10.09,9,4,3,2,1,10,1,8,3
143,43,110,186,1.667,3.1,2.6,2.46,3.17,7.76,10,4,3,2,1,10,1,8,3
155,55,107,211,3.0,0.0,1.048,2.36,3.25,6.48,11,4,3,2,1,10,1,8,3
150,50,98,178,0.0,1.867,1.433,2.37,3.52,6.86,12,4,3,2,1,10,1,8,3
144,45,92,152,1.667,1.65,1.3,2.53,3.32,7.95,13,4,3,2,1,10,1,8,3
151,51,94,154,1.111,3.0,1.5,2.41,3.7,6.34,14,4,3,2,1,10,1,8,3
143,43,111,196,1.5,1.5,1.333,2.56,3.14,8.36,15,4,3,2,1,10,1,8,3
156,56,81,173,0.833,2.6,1.733,2.33,4.38,6.24,16,4,3,2,1,10,1,8,3
149,49,89,166,1.667,0.0,1.3,2.46,3.84,6.88,17,4,3,2,1,10,1,8,3
146,46,92,206,1.111,0.833,3.0,2.27,3.27,6.78,18,4,3,2,1,10,1,8,3
141,41,71,140,0.833,2.0,1.967,2.56,4.7,8.18,19,4,3,2,1,10,1,8,3
162,62,108,156,1.111,3.4,1.867,2.24,3.27,5.36,0,4,3,2,1,10,2,6,2
151,51,95,192,1.667,2.9,1.367,2.4,3.68,6.64,1,4,3,2,1,10,2,6,2
138,38,77,165,1.667,0.0,1.0,2.62,4.62,9.38,2,4,3,2,1,10,2,6,2
138,38,90,170,1.667,3.6,1.2,2.58,3.29,9.11,3,4,3,2,1,10,2,6,2
138,38,87,144,1.111,2.0,1.933,2.54,3.98,8.92,4,4,3,2,1,10,2,6,2
138,38,73,161,3.333,1.467,1.667,2.66,4.74,9.51,5,4,3,2,1,10,2,6,2
141,41,89,167,1.111,1.8,3.067,2.54,3.98,8.32,6,4,3,2,1,10,2,6,2
145,45,83,140,1.111,2.1,1.667,2.38,4.1,7.36,7,4,3,2,1,10,2,6,2
155,55,90,186,3.0,2.0,1.7,2.36,3.89,6.52,8,4,3,2,1,10,2,6,2
141,42,73,202,1.667,1.4,1.767,2.34,4.08,8.61,9,4,3,2,1,10,2,6,2
137,37,98,180,1.111,1.3,1.567,2.65,3.54,9.69,10,4,3,2,1,10,2,6,2
147,47,105,179,1.667,1.8,1.267,2.4,3.04,7.26,11,4,3,2,1,10,2,6,2
139,39,83,189,0.833,0.0,1.9,2.64,4.2,9.37,12,4,3,2,1,10,2,6,2
152,52,98,178,1.667,1.6,1.089,2.39,3.45,6.41,13,4,3,2,1,10,2,6,2
152,52,90,126,0.833,1.6,1.667,2.39,3.91,6.75,14,4,3,2,1,10,2,6,2
150,50,95,153,0.833,1.467,1.833,2.38,3.61,7.0,15,4,3,2,1,10,2,6,2
147,47,97,185,3.333,2.333,1.3,2.43,3.51,7.39,16,4,3,2,1,10,2,6,2
147,47,83,149,1.111,1.467,1.133,2.43,4.22,7.11,17,4,3,2,1,10,2,6,2
150,50,105,175,0.833,1.9,1.433,2.4,3.3,7.16,18,4,3,2,1,10,2,6,2
150,50,98,182,1.667,1.467,1.233,2.36,3.47,6.84,19,4,3,2,1,10,2,6,2
146,46,84,150,1.667,2.2,1.8,2.51,4.13,7.87,0,4,3,2,1,10,2,6,3
150,50,98,181,1.667,1.25,3.4,2.4,3.59,7.04,1,4,3,2,1,10,2,6,3
155,55,104,147,1.667,1.9,2.067,2.34,3.33,6.52,2,4,3,2,1,10,2,6,3
143,43,82,179,1.667,3.0,2.0,2.56,4.23,8.4,3,4,3,2,1,10,2,6,3
149,49,83,149,0.833,1.2,1.933,2.44,4.21,7.23,4,4,3,2,1,10,2,6,3
152,54,81,187,1.667,1.6,1.767,2.39,3.74,6.72,5,4,3,2,1,10,2,6,3
147,47,109,174,1.111,2.1,1.267,2.46,3.28,7.59,6,4,3,2,1,10,2,6,3
149,49,90,189,1.111,2.1,1.7,2.45,3.93,6.98,7,4,3,2,1,10,2,6,3
149,49,101,181,1.111,1.467,1.733,2.44,3.3,7.19,8,4,3,2,1,10,2,6,3
153,54,95,168,0.0,1.889,0.933,2.39,3.68,6.57,9,4,3,2,1,10,2,6,3
148,48,84,144,1.111,2.467,0.846,2.47,4.22,7.53,10,4,3,2,1,10,2,6,3
153,53,92,152,1.667,2.3,1.833,2.39,3.79,6.56,11,4,3,2,1,10,2,6,3
145,46,96,150,3.333,6.6,1.367,2.38,3.43,7.44,12,4,3,2,1,10,2,6,3
135,36,71,137,1.667,3.2,2.476,2.6,4.67,9.43,13,4,3,2,1,10,2,6,3
151,51,92,179,0.667,4.1,1.867,2.41,3.69,6.98,14,4,3,2,1,10,2,6,3
156,56,102,177,0.833,3.0,1.367,2.28,3.33,6.31,15,4,3,2,1,10,2,6,3
160,60,94,153,1.667,2.8,1.067,2.19,3.7,5.37,16,4,3,2,1,10,2,6,3
144,45,84,184,1.0,2.222,1.6,2.48,3.84,8.02,17,4,3,2,1,10,2,6,3
142,42,72,124,1.667,0.0,1.133,2.51,3.97,8.27,18,4,3,2,1,10,2,6,3
145,45,81,167,1.111,1.8,0.978,2.49,4.05,7.5,19,4,3,2,1,10,2,6,3
148,48,94,141,1.111,1.6,2.133,2.47,3.76,7.26,0,4,3,2,1,10,2,7,2
141,41,86,207,1.111,2.9,1.367,2.59,3.88,8.6,1,4,3,2,1,10,2,7,2
157,57,114,195,1.111,1.15,1.667,2.33,2.63,6.38,2,4,3,2,1,10,2,7,2
151,51,94,182,3.333,1.733,1.133,2.43,3.74,6.92,3,4,3,2,1,10,2,7,2
141,41,72,151,1.111,1.5,1.767,2.6,4.93,8.85,4,4,3,2,1,10,2,7,2
136,36,75,142,1.111,1.8,1.933,2.66,4.57,9.54,5,4,3,2,1,10,2,7,2
146,47,108,199,1.667,1.9,1.2,2.48,3.27,7.61,6,4,3,2,1,10,2,7,2
146,46,88,175,1.111,3.6,2.733,2.45,3.71,7.38,7,4,3,2,1,10,2,7,2
152,52,102,175,1.111,1.533,1.8,2.37,3.45,6.75,8,4,3,2,1,10,2,7,2
154,54,129,229,1.667,1.44,1.067,2.37,2.68,6.58,9,4,3,2,1,10,2,7,2
140,40,79,166,0.833,1.7,1.8,2.53,4.28,8.1,10,4,3,2,1,10,2,7,2
147,48,87,144,1.5,1.111,1.067,2.49,4.12,7.6,11,4,3,2,1,10,2,7,2
146,46,80,112,1.111,1.467,1.178,2.5,4.44,7.73,12,4,3,2,1,10,2,7,2
150,51,91,167,0.833,1.8,1.433,2.44,3.82,7.06,13,4,3,2,1,10,2,7,2
145,45,84,151,1.667,1.5,2.133,2.53,4.14,8.14,14,4,3,2,1,10,2,7,2
148,48,88,181,1.111,1.7,1.133,2.3,3.67,7.0,15,4,3,2,1,10,2,7,2
149,51,79,147,3.333,1.5,1.633,2.42,4.47,6.88,16,4,3,2,1,10,2,7,2
155,55,72,173,1.667,1.9,1.767,2.36,4.83,6.35,17,4,3,2,1,10,2,7,2
149,49,81,167,3.333,1.333,1.833,2.43,4.35,7.31,18,4,3,2,1,10,2,7,2
152,54,101,148,0.0,2.8,2.231,2.38,3.47,6.26,19,4,3,2,1,10,2,7,2
157,57,98,190,3.333,1.933,0.844,2.33,3.53,6.32,0,4,3,2,1,10,2,7,3
150,50,101,174,1.111,2.2,1.733,2.44,3.22,7.14,1,4,3,2,1,10,2,7,3
142,42,77,147,0.75,3.444,1.333,2.55,4.34,8.29,2,4,3,2,1,10,2,7,3
